what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311188525
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311190816
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1369311197326
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369311202486
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311210226
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311214326
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311214758
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311222478
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1369311250839
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369311254841
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369311258941
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1369311266931
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369311269601
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311270491
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311275211
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311275343
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311277923
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1369311277933
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369311292423
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1369311294163
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311357683
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311359723
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369311361233
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369311380803
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1369311390123
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369311390273
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311392353
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311395043
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369311398893
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1369311401453
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369311404415
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311405095
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311406465
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311406593
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369311409633
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1369311410685
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1369312353426
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312356586
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312428994
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312455670
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312464350
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312464480
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312464550
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312467400
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1369312491364
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1369312494044
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312494234
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312501714
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312501844
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312501904
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312504114
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1369312509348
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312512298
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312512448
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1369312513728
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312513728
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312513748
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312513768
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312513782
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312513789
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312513797
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312513810
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312513820
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312516000
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312516060
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312522752
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312638143
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1369312638593
opened,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.SourceView",1369312639923
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.SourceView",1369312639943
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1369312641093
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312642773
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312645103
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312646354
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1369312650044
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312650214
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369312650284
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312764896
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312770016
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312782956
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312825080
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369312827915
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369316873135
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369316884128
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369316899442
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369316906929
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369318308693
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1369318337365
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369318337610
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369318337707
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1369318355838
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369318356034
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369318356107
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1369318370837
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1369318377096
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369318388677
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369318404846
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1369318405910
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369318409221
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369319510689
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369319510709
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1369319513740
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1369319521183
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369319521387
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369319521473
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369319541528
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369319546719
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369319546732
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369319552303
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1369319552829
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.VariableView",1369319553008
started,bundle,com.android.ide.eclipse.ddms,17.0.0.v201203161636-291853,"com.android.ide.eclipse.ddms",1369319553591
opened,view,com.android.ide.eclipse.ddms,17.0.0.v201203161636-291853,"com.android.ide.eclipse.ddms.views.LogCatView",1369319554071
activated,perspective,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugPerspective",1369319554160
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.BreakpointView",1369319555175
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369319555686
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1369319563442
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1369319564505
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369319564594
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1369319567409
activated,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1369319572496
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.Terminate",1369319572588
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369319576641
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369320779922
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369320779939
activated,perspective,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.JavaPerspective",1369320784421
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369320786848
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1369320791823
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1369320814169
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369320815875
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369320818232
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369320818363
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369320823062
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369320828007
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1369320832168
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369320833083
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369320835445
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1369320844377
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1369320845063
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1369320850305
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1369320853672
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1369320854912
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1369320865455
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1369320868946
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1369320879335
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369320883486
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1369320887647
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1369320890185
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369320898028
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369320906325
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1369320906340
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369320913106
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1369320916005
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1369320921268
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1369320928746
